日期,60日均值,140日均值,差值,结果
2021/9/27,1.567328333,1.55754,-0.009788333,-1
2021/9/28,1.56156,1.556082857,-0.005477143,-1
2021/9/29,1.556128333,1.554183571,-0.001944762,-1
2021/9/30,1.552703333,1.552645,-5.83E-05,-1
2021/10/1,1.550903333,1.551497857,0.000594524,1
2021/10/4,1.547936667,1.550491429,0.002554762,1
2021/10/5,1.542801667,1.549572857,0.00677119,1
2021/10/6,1.538041667,1.548655714,0.010614048,1
2021/10/7,1.530363333,1.547576429,0.017213095,1
2021/10/8,1.523818333,1.546127143,0.02230881,1
2021/10/9,1.518655,1.544893571,0.026238571,1
2021/10/11,1.513481667,1.544012857,0.03053119,1
2021/10/12,1.50952,1.542848571,0.033328571,1
2021/10/13,1.506465,1.541822143,0.035357143,1
2021/10/14,1.50275,1.540793571,0.038043571,1
2021/10/15,1.497868333,1.539623571,0.041755238,1
2021/10/18,1.495345,1.539250714,0.043905714,1
2021/10/19,1.49141,1.538090714,0.046680714,1
2021/10/20,1.486853333,1.536824286,0.049970952,1
2021/10/21,1.480961667,1.53452,0.053558333,1
2021/10/22,1.47582,1.532821429,0.057001429,1
2021/10/25,1.472138333,1.531407143,0.05926881,1
2021/10/26,1.46954,1.529782857,0.060242857,1
2021/10/27,1.467983333,1.528747857,0.060764524,1
2021/10/28,1.46601,1.527367857,0.061357857,1
2021/10/29,1.464161667,1.526162857,0.06200119,1
2021/11/1,1.461943333,1.524444286,0.062500952,1
2021/11/2,1.458221667,1.522612143,0.064390476,1
2021/11/3,1.453291667,1.520902857,0.06761119,1
2021/11/4,1.449528333,1.519675714,0.070147381,1
2021/11/5,1.447223333,1.518989286,0.071765952,1
2021/11/8,1.443753333,1.518112857,0.074359524,1
2021/11/9,1.4412,1.517432857,0.076232857,1
2021/11/10,1.436811667,1.516003571,0.079191905,1
2021/11/11,1.433716667,1.514592857,0.08087619,1
2021/11/12,1.43129,1.513081429,0.081791429,1
2021/11/15,1.427158333,1.51121,0.084051667,1
2021/11/16,1.422735,1.509325714,0.086590714,1
2021/11/17,1.418885,1.507993571,0.089108571,1
2021/11/18,1.415211667,1.506755,0.091543333,1
2021/11/19,1.413171667,1.506392143,0.093220476,1
2021/11/22,1.408463333,1.504827857,0.096364524,1
2021/11/23,1.40371,1.502722857,0.099012857,1
2021/11/24,1.398953333,1.500634286,0.101680952,1
2021/11/25,1.39453,1.498557857,0.104027857,1
2021/11/26,1.391521667,1.497773571,0.106251905,1
2021/11/29,1.387055,1.496594286,0.109539286,1
2021/11/30,1.385045,1.496147143,0.111102143,1
2021/12/1,1.382533333,1.495683571,0.113150238,1
2021/12/2,1.379438333,1.494934286,0.115495952,1
2021/12/3,1.378258333,1.495220714,0.116962381,1
2021/12/6,1.375576667,1.494685714,0.119109048,1
2021/12/7,1.373186667,1.493704286,0.120517619,1
2021/12/8,1.37041,1.492776429,0.122366429,1
2021/12/9,1.367091667,1.492366429,0.125274762,1
2021/12/10,1.364106667,1.491563571,0.127456905,1
2021/12/13,1.362295,1.491636429,0.129341429,1
2021/12/14,1.361648333,1.490745,0.129096667,1
2021/12/15,1.361286667,1.489603571,0.128316905,1
2021/12/16,1.36142,1.488444286,0.127024286,1
2021/12/17,1.362065,1.487273571,0.125208571,1
2021/12/20,1.363505,1.485654286,0.122149286,1
2021/12/21,1.364441667,1.483605714,0.119164048,1
2021/12/22,1.364653333,1.481839286,0.117185952,1
2021/12/23,1.363265,1.479744286,0.116479286,1
2021/12/24,1.362143333,1.478031429,0.115888095,1
2021/12/27,1.362063333,1.475979286,0.113915952,1
2021/12/28,1.361443333,1.473409286,0.111965952,1
2021/12/29,1.360406667,1.470838571,0.110431905,1
2021/12/30,1.359445,1.468250714,0.108805714,1
2021/12/31,1.358558333,1.465894286,0.107335952,1
2022/1/3,1.355181667,1.462698571,0.107516905,1
2022/1/4,1.351011667,1.459718571,0.108706905,1
2022/1/5,1.345956667,1.456105714,0.110149048,1
2022/1/6,1.340163333,1.4525,0.112336667,1
2022/1/7,1.334826667,1.448430714,0.113604048,1
2022/1/10,1.32771,1.444272143,0.116562143,1
2022/1/11,1.322468333,1.440025,0.117556667,1
2022/1/12,1.3176,1.435884286,0.118284286,1
2022/1/13,1.314193333,1.431387143,0.11719381,1
2022/1/14,1.30883,1.426302143,0.117472143,1
2022/1/17,1.303131667,1.421466429,0.118334762,1
2022/1/18,1.29519,1.415973571,0.120783571,1
2022/1/19,1.286245,1.411247143,0.125002143,1
2022/1/20,1.277893333,1.406900714,0.129007381,1
2022/1/21,1.270173333,1.402575,0.132401667,1
2022/1/24,1.262866667,1.397427857,0.13456119,1
2022/1/25,1.2554,1.392318571,0.136918571,1
2022/1/26,1.247501667,1.385935,0.138433333,1
2022/1/27,1.239646667,1.380427857,0.14078119,1
2022/1/28,1.230996667,1.375454286,0.144457619,1
2022/1/29,1.223163333,1.370189286,0.147025952,1
2022/1/30,1.214511667,1.365234286,0.150722619,1
2022/1/31,1.207108333,1.360438571,0.153330238,1
2022/2/1,1.198995,1.354929286,0.155934286,1
2022/2/2,1.191671667,1.349561429,0.157889762,1
2022/2/3,1.184718333,1.344387857,0.159669524,1
2022/2/4,1.175973333,1.338483571,0.162510238,1
2022/2/7,1.167241667,1.332657857,0.16541619,1
2022/2/8,1.157876667,1.326365,0.168488333,1
2022/2/9,1.14792,1.320286429,0.172366429,1
2022/2/10,1.138673333,1.314100714,0.175427381,1
2022/2/11,1.132866667,1.309566429,0.176699762,1
2022/2/14,1.12623,1.304497143,0.178267143,1
2022/2/15,1.118426667,1.298998571,0.180571905,1
2022/2/16,1.108746667,1.293463571,0.184716905,1
2022/2/17,1.100495,1.288558571,0.188063571,1
2022/2/18,1.09187,1.283475,0.191605,1
2022/2/21,1.083535,1.278301429,0.194766429,1
2022/2/22,1.074533333,1.273002143,0.19846881,1
2022/2/23,1.062531667,1.267435,0.204903333,1
2022/2/24,1.053196667,1.261920714,0.208724048,1
2022/2/25,1.043861667,1.256299286,0.212437619,1
2022/2/28,1.03736,1.251497857,0.214137857,1
2022/3/1,1.032691667,1.248071429,0.215379762,1
2022/3/2,1.02594,1.244162857,0.218222857,1
2022/3/3,1.018186667,1.240057143,0.221870476,1
2022/3/4,1.0126,1.236576429,0.223976429,1
2022/3/7,1.006806667,1.232805714,0.225999048,1
2022/3/8,0.999305,1.228681429,0.229376429,1
2022/3/9,0.990328333,1.224324286,0.233995952,1
2022/3/10,0.98111,1.219539286,0.238429286,1
2022/3/11,0.971433333,1.21445,0.243016667,1
2022/3/14,0.959056667,1.208180714,0.249124048,1
2022/3/15,0.94828,1.202375714,0.254095714,1
2022/3/16,0.936361667,1.195837857,0.25947619,1
2022/3/17,0.923941667,1.188799286,0.264857619,1
2022/3/18,0.91298,1.182635714,0.269655714,1
2022/3/21,0.900601667,1.175006429,0.274404762,1
2022/3/22,0.887348333,1.166752143,0.27940381,1
2022/3/23,0.874928333,1.159032857,0.284104524,1
2022/3/24,0.863591667,1.151295,0.287703333,1
2022/3/25,0.85012,1.142785714,0.292665714,1
2022/3/28,0.837383333,1.134418571,0.297035238,1
2022/3/29,0.825463333,1.125944286,0.300480952,1
2022/3/30,0.814833333,1.117934286,0.303100952,1
2022/3/31,0.805536667,1.110247857,0.30471119,1
2022/4/1,0.794513333,1.102660714,0.308147381,1
2022/4/2,0.783275,1.095371429,0.312096429,1
2022/4/4,0.771035,1.087812143,0.316777143,1
2022/4/5,0.758,1.079447143,0.321447143,1
2022/4/6,0.74374,1.070972143,0.327232143,1
2022/4/7,0.730538333,1.062149286,0.331610952,1
2022/4/8,0.716063333,1.052687143,0.33662381,1
2022/4/11,0.700745,1.042547143,0.341802143,1
2022/4/12,0.685586667,1.032996429,0.347409762,1
2022/4/13,0.67122,1.023892857,0.352672857,1
2022/4/14,0.654848333,1.013807143,0.35895881,1
2022/4/15,0.639235,1.004022857,0.364787857,1
2022/4/18,0.623166667,0.994434286,0.371267619,1
2022/4/19,0.605978333,0.984307143,0.37832881,1
2022/4/20,0.59034,0.974557143,0.384217143,1
2022/4/21,0.573776667,0.964201429,0.390424762,1
2022/4/22,0.55763,0.953795,0.396165,1
2022/4/24,0.541693333,0.943047857,0.401354524,1
2022/4/25,0.526465,0.933245714,0.406780714,1
2022/4/26,0.512736667,0.92327,0.410533333,1
2022/4/27,0.50026,0.913705,0.413445,1
2022/4/28,0.48681,0.904067857,0.417257857,1
2022/4/29,0.473241667,0.894485,0.421243333,1
2022/5/2,0.457505,0.883865714,0.426360714,1
2022/5/3,0.443601667,0.873299286,0.429697619,1
2022/5/4,0.427593333,0.863017857,0.435424524,1
2022/5/5,0.4102,0.851161429,0.440961429,1
2022/5/6,0.392875,0.839083571,0.446208571,1
2022/5/7,0.375326667,0.82682,0.451493333,1
2022/5/9,0.357918333,0.815405,0.457486667,1
2022/5/10,0.340275,0.804355,0.46408,1
2022/5/11,0.323675,0.79418,0.470505,1
2022/5/12,0.308433333,0.783961429,0.475528095,1
2022/5/13,0.293166667,0.772839286,0.479672619,1
2022/5/16,0.278401667,0.762484286,0.484082619,1
2022/5/17,0.262281667,0.751048571,0.488766905,1
2022/5/18,0.2447,0.740592857,0.495892857,1
2022/5/19,0.225615,0.730313571,0.504698571,1
2022/5/20,0.209823333,0.720677143,0.51085381,1
2022/5/23,0.192115,0.710752857,0.518637857,1
2022/5/24,0.174323333,0.701542857,0.527219524,1
2022/5/25,0.157238333,0.6921,0.534861667,1
2022/5/26,0.140445,0.682352857,0.541907857,1
2022/5/27,0.124691667,0.672118571,0.547426905,1
2022/5/30,0.109896667,0.663010714,0.553114048,1
2022/5/31,0.094936667,0.653547143,0.558610476,1
2022/6/1,0.081393333,0.643512143,0.56211881,1
2022/6/2,0.0676,0.633691429,0.566091429,1
2022/6/3,0.054181667,0.622692143,0.568510476,1
2022/6/6,0.040015,0.611496429,0.571481429,1
2022/6/7,0.02543,0.599943571,0.574513571,1
2022/6/8,0.01282,0.587986429,0.575166429,1
2022/6/9,0.00061,0.575825714,0.575215714,1
2022/6/10,-0.014516667,0.562129286,0.576645952,1
2022/6/13,-0.03335,0.547469286,0.580819286,1
2022/6/14,-0.050633333,0.532577143,0.583210476,1
2022/6/15,-0.06526,0.519131429,0.584391429,1
2022/6/16,-0.079968333,0.505775714,0.585744048,1
2022/6/17,-0.094886667,0.492651429,0.587538095,1
2022/6/20,-0.110428333,0.479080714,0.589509048,1
2022/6/21,-0.125578333,0.465277857,0.59085619,1
2022/6/22,-0.138313333,0.452685714,0.590999048,1
2022/6/23,-0.149331667,0.440347143,0.58967881,1
2022/6/24,-0.158725,0.42768,0.586405,1
2022/6/27,-0.16735,0.414891429,0.582241429,1
2022/6/28,-0.17465,0.402538571,0.577188571,1
2022/6/29,-0.179708333,0.390817857,0.57052619,1
2022/6/30,-0.182,0.380290714,0.562290714,1
